Suburb,Address,Rooms,Type,Price,Method,agentName,Date,Distance,Postcode,Bathroom,parkingSpot,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,hasGarden,hasSwimmingPool,hasFence,propertyId,isLandCleared,numberOfSharedWalls,numberOfLevels,underConstruction,agentId,buyerName,buyerId,gender,age,floorLevel,hasBalcony,transactionId,hasElevator
Blackburn,1/10 Duckham St,3,h,880000,PI,Fletchers,24/06/2017,13.4,3130,1,1,335,110,1960,Whitehorse City Council,-37.82876,145.13809,Eastern Metropolitan,5713,FALSE,TRUE,FALSE,20847,TRUE,0,0,FALSE,54,Nathaniel Carrillo DDS,15897,F,28,0,TRUE,15489,FALSE
Blackburn,140 Surrey Rd,3,h,1100000,S,Noel,12/08/2017,13.4,3130,1,2,492,124,1957,Whitehorse City Council,-37.81169,145.15735,Eastern Metropolitan,5713,TRUE,FALSE,TRUE,23143,TRUE,0,0,FALSE,51,Ann Rhodes,17647,F,53,0,TRUE,17289,FALSE
Blackburn,17 Hirst St,3,h,1070000,S,Jellis,15/07/2017,13.4,3130,1,2,448,96,1950,Whitehorse City Council,-37.82956,145.13868,Eastern Metropolitan,5713,TRUE,FALSE,TRUE,10802,TRUE,0,0,FALSE,1,Exarchos Sykya,18150,M,28,0,TRUE,17811,FALSE
Blackburn,2 Goodwin St,3,h,1390000,S,Fletchers,09/09/2017,13.4,3130,2,3,698,194,1945,Whitehorse City Council,-37.81231,145.1642,Eastern Metropolitan,5713,FALSE,FALSE,TRUE,20280,TRUE,0,0,FALSE,54,Iphigenia-Asmeroula Zavicanou,20061,F,60,0,FALSE,19772,FALSE
Blackburn,2 Furness St,5,h,1900000,VB,Jellis,16/09/2017,13.4,3130,3,2,1003,270,1960,Whitehorse City Council,-37.82665,145.1518,Eastern Metropolitan,5713,TRUE,FALSE,TRUE,14561,TRUE,0,0,FALSE,1,Moans Abu Qamar,20647,F,74,0,FALSE,20372,FALSE
Blackburn,27 Gerald St,4,h,1850000,VB,Noel,16/09/2017,13.4,3130,2,2,628,287,2012,Whitehorse City Council,-37.82942,145.16714,Eastern Metropolitan,5713,FALSE,FALSE,TRUE,1004,TRUE,0,0,FALSE,51,Ms. Lindsey Miller DDS,20648,F,34,0,FALSE,20373,FALSE
Blackburn,10 Fir St,3,h,1350000,S,Noel,26/08/2017,13.4,3130,1,1,697,121,1950,Whitehorse City Council,-37.81511,145.15828,Eastern Metropolitan,5713,FALSE,FALSE,FALSE,4375,TRUE,0,0,FALSE,51,Jilaman Mehyar,22563,F,67,0,TRUE,22365,FALSE
Blackburn,6 The Ridge,4,h,1300000,VB,Justin,21/10/2017,13.4,3130,2,2,705,230,1985,Whitehorse City Council,-37.83135,145.15811,Eastern Metropolitan,5713,TRUE,FALSE,TRUE,1641,TRUE,0,0,FALSE,335,Keoridia Mavridis,3497,M,55,0,FALSE,24288,FALSE
Blackburn,9 Naughton Gr,4,h,1940000,S,hockingstuart,28/10/2017,13.4,3130,2,3,926,292,2006,Whitehorse City Council,-37.82825,145.15816,Eastern Metropolitan,5713,FALSE,FALSE,FALSE,23780,TRUE,0,0,FALSE,14,Robin Key,25097,F,82,0,FALSE,25009,FALSE
Blackburn,16 Wellington Av,4,h,1790000,S,Philip,11/11/2017,13.4,3130,2,3,989,156,1950,Whitehorse City Council,-37.8259,145.1549,Eastern Metropolitan,5713,TRUE,FALSE,FALSE,2241,TRUE,0,0,FALSE,9,Pamela Bryant,26238,M,32,0,FALSE,26202,FALSE
Blackburn,13 Hamilton Av,3,h,1050000,S,Ray,9/12/2017,13.4,3130,2,2,353,111,1999,Whitehorse City Council,-37.81439,145.14541,Eastern Metropolitan,5713,TRUE,TRUE,FALSE,25957,TRUE,0,0,FALSE,21,Donna Simpson,29366,M,60,9,TRUE,29496,FALSE
Blackburn,37 Elmhurst Rd,4,h,1300000,PI,Woodards,17/03/2018,13.4,3130,2,2,732,151,,Whitehorse City Council,-37.8154,145.14447,Eastern Metropolitan,5713,FALSE,FALSE,TRUE,24356,TRUE,0,0,FALSE,55,Kaitlyn Cline,32178,F,50,0,TRUE,32450,FALSE
Blackburn North,1 Diana Dr,4,h,1280000,SP,Noel,17/06/2017,13.4,3130,2,1,797,164,1960,Whitehorse City Council,-37.80755,145.1638,Eastern Metropolitan,2867,TRUE,FALSE,TRUE,33633,TRUE,0,0,FALSE,51,Marcus Caldwell,15288,F,53,0,FALSE,14870,FALSE
Blackburn North,5 Hibiscus Rd,4,h,1250000,PI,Jellis,12/08/2017,13.4,3130,2,2,580,161,1965,Whitehorse City Council,-37.8051,145.14351,Eastern Metropolitan,2867,TRUE,FALSE,TRUE,14936,TRUE,0,0,FALSE,1,Ignatia-Dafni Manta,9388,F,75,0,FALSE,17291,FALSE
Blackburn North,1/108 Surrey Rd,2,u,706000,S,Hoskins,15/07/2017,13.4,3130,1,1,305,305,1940,Whitehorse City Council,-37.80906,145.15787,Eastern Metropolitan,2867,FALSE,FALSE,FALSE,5455,TRUE,0,0,FALSE,238,Mrs Yvonne Brown,18156,F,44,0,TRUE,17817,TRUE
Blackburn North,15 Merle St,4,h,1375000,S,Jellis,03/09/2017,13.4,3130,1,3,757,150,1968,Whitehorse City Council,-37.80815,145.15441,Eastern Metropolitan,2867,TRUE,FALSE,TRUE,32640,TRUE,0,0,FALSE,1,Natasha Bailey,19511,F,90,0,TRUE,19205,FALSE
Blackburn North,101 Shafer Rd,4,h,1475000,PI,Fletchers,23/09/2017,13.4,3130,2,2,582,240,2011,Whitehorse City Council,-37.80505,145.14919,Eastern Metropolitan,2867,FALSE,FALSE,TRUE,27023,TRUE,0,0,FALSE,54,Brenda Smith,21869,F,65,0,TRUE,21640,FALSE
Blackburn North,7 Kent Cl,3,h,1030000,S,Fletchers,9/12/2017,13.4,3130,2,1,568,137,1968,Whitehorse City Council,-37.80265,145.16099,Eastern Metropolitan,2867,FALSE,FALSE,TRUE,19047,TRUE,0,2,FALSE,54,Valentina Inzokipi,3548,F,72,0,FALSE,29498,FALSE
Blackburn North,12 Killeen Av,5,h,990000,PI,Nelson,17/02/2018,13.4,3130,2,2,544,153,1960,Whitehorse City Council,-37.80532,145.16109,Eastern Metropolitan,2867,FALSE,FALSE,TRUE,4918,TRUE,0,0,FALSE,4,Ms Hilary Berry,31629,F,46,0,TRUE,31875,FALSE
Blackburn North,19 Kurrajong Wy,3,t,900000,S,Noel,17/03/2018,13.4,3130,2,2,278,200,1990,Whitehorse City Council,-37.80862,145.14474,Eastern Metropolitan,2867,TRUE,FALSE,FALSE,19435,TRUE,2,0,FALSE,51,Athinodora Tassis,32188,F,55,0,FALSE,32460,FALSE
Blackburn North,72 Kett St,4,h,980000,S,Barry,24/02/2018,13.4,3130,3,2,605,184,1965,Whitehorse City Council,-37.80394,145.16754,Eastern Metropolitan,2867,TRUE,FALSE,TRUE,27412,TRUE,0,0,FALSE,17,Karl Hobbs,33085,F,30,2,TRUE,33402,FALSE
Blackburn South,14 Indra Rd,3,h,1264000,S,Noel,24/06/2017,13.4,3130,1,2,579,126,1960,Whitehorse City Council,-37.83831,145.13985,Eastern Metropolitan,4387,TRUE,FALSE,TRUE,8157,TRUE,0,0,FALSE,51,Engineer Diadein Reader,15904,F,85,0,FALSE,15496,FALSE
Blackburn South,24 Sylvia St,3,h,1291000,S,Barry,08/07/2017,13.4,3130,2,2,548,127,1970,Whitehorse City Council,-37.84453,145.14446,Eastern Metropolitan,4387,FALSE,FALSE,TRUE,30686,TRUE,0,0,FALSE,17,Michael Carroll,17206,F,54,0,FALSE,16840,FALSE
Blackburn South,2A Stewart Av,3,h,874000,S,Fletchers,22/07/2017,13.4,3130,2,1,232,103,2014,Whitehorse City Council,-37.83574,145.14866,Eastern Metropolitan,4387,TRUE,FALSE,TRUE,33574,TRUE,0,0,FALSE,54,Tanya Roberson,18586,F,66,0,FALSE,18259,FALSE
Blackburn South,152 Middleborough Rd,4,h,1100000,S,Ray,16/09/2017,13.4,3130,3,2,592,168,2017,Whitehorse City Council,-37.84307,145.13419,Eastern Metropolitan,4387,TRUE,FALSE,TRUE,18057,TRUE,0,0,FALSE,21,Laura Riley,20654,F,44,0,FALSE,20379,FALSE
Blackburn South,144 Middleborough Rd,4,h,1229000,S,McGrath,23/09/2017,13.4,3130,2,2,727,115,1960,Whitehorse City Council,-37.84378,145.13407,Eastern Metropolitan,4387,TRUE,FALSE,TRUE,23856,TRUE,0,0,FALSE,33,Feiva Owkouva,21871,M,88,0,TRUE,21642,FALSE
Blackburn South,117 Fulton Rd,3,h,905000,S,Ray,26/08/2017,13.4,3130,2,2,887,150,1990,Whitehorse City Council,-37.8429,145.14895,Eastern Metropolitan,4387,FALSE,FALSE,TRUE,20782,TRUE,0,0,FALSE,21,Richard Phillips,22567,M,24,0,TRUE,22369,FALSE
Blackburn South,28 Samuel Rd,5,h,1955000,S,Ray,28/10/2017,13.4,3130,3,2,587,350,2012,Whitehorse City Council,-37.84489,145.1454,Eastern Metropolitan,4387,TRUE,TRUE,TRUE,11311,TRUE,0,0,FALSE,21,Brittany Roth,25102,F,37,0,FALSE,25014,FALSE
Blackburn South,1A Vernon St,3,h,1030000,PI,Noel,10/02/2018,13.4,3130,2,1,345,125,2000,Whitehorse City Council,-37.83353,145.15852,Eastern Metropolitan,4387,FALSE,FALSE,TRUE,15008,TRUE,0,0,FALSE,51,Gordon Pearce,30313,F,56,0,FALSE,30488,FALSE
Blackburn South,5 Abercromby Rd,4,dev,1400000,VB,Jellis,03/03/2018,13.4,3130,2,1,560,,,Whitehorse City Council,-37.83533,145.14455,Eastern Metropolitan,4387,FALSE,TRUE,TRUE,29851,FALSE,0,0,FALSE,1,Paige Butler,30709,F,57,0,TRUE,30906,FALSE
Blackburn South,9 Adrian Av,3,h,1050000,PI,Fletchers,17/02/2018,13.4,3130,1,2,648,128,1970,Whitehorse City Council,-37.84477,145.15582,Eastern Metropolitan,4387,FALSE,TRUE,TRUE,32946,TRUE,0,0,FALSE,54,Allen Allen,31630,M,46,0,TRUE,31876,FALSE
Blackburn South,9 Wardle Cl,4,h,1250000,S,Noel,17/02/2018,13.4,3130,2,2,616,158,1979,Whitehorse City Council,-37.83624,145.14265,Eastern Metropolitan,4387,FALSE,FALSE,FALSE,29637,TRUE,0,0,FALSE,51,Rosie Holland,31632,M,53,0,TRUE,31878,FALSE
Blackburn South,10 Barrina St,3,h,1300000,S,Woodards,17/03/2018,13.4,3130,2,2,358,150,,Whitehorse City Council,-37.83551,145.13958,Eastern Metropolitan,4387,FALSE,FALSE,TRUE,16092,TRUE,0,0,FALSE,55,Katie Daugherty,32192,M,68,0,TRUE,32464,FALSE
Blackburn South,27 Gissing St,4,h,1367000,S,Woodards,17/03/2018,13.4,3130,3,2,610,240,1966,Whitehorse City Council,-37.83702,145.15345,Eastern Metropolitan,4387,FALSE,FALSE,TRUE,25306,TRUE,0,2,FALSE,55,Laura Green MD,32193,M,33,0,TRUE,32465,FALSE
Bonbeach,1/23 Bondi Rd,3,h,836000,S,Ray,03/06/2017,27,3196,2,2,407,134,1970,Kingston City Council,-38.06257,145.1226,South-Eastern Metropolitan,2887,FALSE,FALSE,FALSE,12074,TRUE,0,0,FALSE,21,Victoria Miranda,14613,F,31,0,FALSE,14181,FALSE
Bonbeach,16B Newberry Av,4,t,1830000,S,hockingstuart,16/09/2017,27,3196,3,2,353,222,2004,Kingston City Council,-38.06189,145.11766,South-Eastern Metropolitan,2887,TRUE,FALSE,FALSE,15266,TRUE,2,0,FALSE,14,Maureen McCarthy,20655,F,65,0,TRUE,20380,FALSE
Bonbeach,37 Mernda Av,3,h,965000,SP,hockingstuart,23/09/2017,27,3196,2,2,572,127,1950,Kingston City Council,-38.06866,145.12677,South-Eastern Metropolitan,2887,TRUE,FALSE,TRUE,882,TRUE,0,0,FALSE,14,Kimberly Huerta,21872,F,26,0,FALSE,21643,FALSE
Bonbeach,14 Haldane St,3,h,920000,S,Buxton,26/08/2017,27,3196,1,2,645,102,1950,Kingston City Council,-38.06688,145.12398,South-Eastern Metropolitan,2887,FALSE,FALSE,FALSE,23959,TRUE,0,0,FALSE,28,Mark Hamilton,22570,M,64,0,FALSE,22372,FALSE
Bonbeach,69 Mascot Av,4,h,1501000,SP,Buxton,28/10/2017,27,3196,2,2,817,220,2003,Kingston City Council,-38.06923,145.1278,South-Eastern Metropolitan,2887,FALSE,TRUE,TRUE,255,TRUE,0,0,FALSE,28,Damianos Kourkoutas,16611,F,83,0,FALSE,25015,FALSE
Bonbeach,2 Royal Rd,3,h,1031000,S,O'Brien,28/10/2017,27,3196,2,3,564,150,1950,Kingston City Council,-38.06087,145.12686,South-Eastern Metropolitan,2887,TRUE,FALSE,FALSE,30930,TRUE,0,0,FALSE,85,Abd Al-Samad Abu Shalabk,25104,F,61,0,FALSE,25017,FALSE
Bonbeach,19 Brixton St,4,h,1120000,SP,hockingstuart,11/11/2017,27,3196,2,2,681,198,1965,Kingston City Council,-38.0644,145.1243,South-Eastern Metropolitan,2887,FALSE,FALSE,TRUE,5048,TRUE,0,0,FALSE,14,Harriet Moore,26242,F,56,0,FALSE,26207,FALSE
Bonbeach,22 Cirrus St,4,h,1050000,PI,Buxton,17/03/2018,27,3196,2,2,526,224,2010,Kingston City Council,-38.06566,145.12478,South-Eastern Metropolitan,2887,FALSE,FALSE,TRUE,3530,TRUE,0,0,FALSE,28,Kyle Brooks,32194,M,50,0,TRUE,32466,FALSE
Boronia,12 Briar St,4,h,780000,SP,Appleby,03/06/2017,25,3155,2,2,820,180,1975,Knox City Council,-37.87393,145.28858,Eastern Metropolitan,9704,FALSE,FALSE,TRUE,19135,TRUE,0,0,FALSE,78,Matthew Irwin,14614,F,77,0,FALSE,14182,FALSE
Boronia,27 Helene Ct,4,h,783000,SP,Barry,03/06/2017,25,3155,1,3,730,153,1975,Knox City Council,-37.87377,145.28688,Eastern Metropolitan,9704,TRUE,FALSE,TRUE,3884,TRUE,0,0,FALSE,17,Christodoulos Picionis,14615,M,30,0,FALSE,14183,FALSE
Boronia,8 Darwin Rd,3,h,775000,S,Ray,08/07/2017,25,3155,1,2,720,131,1970,Knox City Council,-37.86126,145.25808,Eastern Metropolitan,9704,TRUE,FALSE,TRUE,21923,TRUE,0,0,FALSE,21,Jemma Smith-Bryan,17207,F,88,0,FALSE,16841,FALSE
Boronia,34 Russell Cr,4,h,820000,S,Philip,08/07/2017,25,3155,2,4,719,200,1975,Knox City Council,-37.86434,145.25739,Eastern Metropolitan,9704,FALSE,FALSE,TRUE,482,TRUE,0,0,FALSE,9,Dr. Atris Al Khazen,17208,F,90,0,FALSE,16842,FALSE
Boronia,3 Devenish Rd,3,h,785000,S,iTRAK,15/07/2017,25,3155,2,2,723,138,1980,Knox City Council,-37.85284,145.26942,Eastern Metropolitan,9704,TRUE,FALSE,TRUE,34554,TRUE,0,0,FALSE,129,Brian Wood,18158,M,61,0,FALSE,17819,FALSE
Boronia,40 Allanfield Cr,3,h,700000,S,Fletchers,16/09/2017,25,3155,1,1,439,112,1970,Knox City Council,-37.86205,145.25333,Eastern Metropolitan,9704,TRUE,FALSE,TRUE,12115,TRUE,0,0,FALSE,54,Miss Tarabin,20656,F,90,0,FALSE,20381,FALSE
Boronia,2 Norwich St,4,h,728000,S,iTRAK,26/08/2017,25,3155,1,1,744,136,1970,Knox City Council,-37.85652,145.2758,Eastern Metropolitan,9704,FALSE,FALSE,FALSE,5084,TRUE,0,0,FALSE,129,Helen Smith,22572,F,54,0,TRUE,22374,FALSE
Boronia,1 Jarrah Ct,3,h,720500,S,LJ,7/10/2017,25,3155,2,2,509,160,1975,Knox City Council,-37.84739,145.3024,Eastern Metropolitan,9704,FALSE,TRUE,TRUE,8772,TRUE,0,0,FALSE,169,Charles Keith,23160,F,44,0,FALSE,22993,FALSE
Boronia,22 Blythe Av,3,h,629000,S,Schroeder,06/01/2018,25,3155,1,1,730,100,1969,Knox City Council,-37.84889,145.29539,Eastern Metropolitan,9704,TRUE,TRUE,FALSE,12775,TRUE,0,0,FALSE,262,Scott Boyd,28607,M,34,0,TRUE,28694,FALSE
Boronia,334 Dorset Rd,4,h,765000,S,Jellis,17/02/2018,25,3155,1,2,1149,143,1950,Knox City Council,-37.85237,145.2864,Eastern Metropolitan,9704,TRUE,TRUE,FALSE,10063,TRUE,0,0,FALSE,1,Travis Morales,31633,M,37,6,FALSE,31879,FALSE
Boronia,19 Rathmullen Rd,3,h,740000,PI,Noel,17/03/2018,25,3155,2,2,739,128,1983,Knox City Council,-37.86127,145.26246,Eastern Metropolitan,9704,FALSE,FALSE,TRUE,20324,TRUE,0,0,FALSE,51,Daniel Washington,32197,F,48,0,FALSE,32469,FALSE
Botanic Ridge,15 Bellis Cct,4,h,750000,S,Bowman,18/11/2017,34.7,3977,2,2,629,223,2010,Casey City Council,-38.1452,145.2512,South-Eastern Metropolitan,1240,FALSE,TRUE,TRUE,31340,TRUE,0,0,FALSE,308,Andrew Parker,26945,M,72,0,FALSE,26943,FALSE
Box Hill,32 Margaret St,4,h,1620000,S,hockingstuart,03/09/2016,13.1,3128,2,2,697,255,1940,Whitehorse City Council,-37.8151,145.135,Eastern Metropolitan,4605,TRUE,FALSE,TRUE,18636,TRUE,0,0,FALSE,14,Michael Farley,1627,F,30,0,FALSE,1296,FALSE
Box Hill,6/29 Barkly St,2,u,645000,S,McGrath,04/03/2017,13.1,3128,1,1,140,81,1965,Whitehorse City Council,-37.8271,145.1299,Eastern Metropolitan,4605,FALSE,FALSE,FALSE,1899,TRUE,0,0,FALSE,33,Sabrina Richardson,1629,F,76,0,FALSE,1297,FALSE
Box Hill,18 Glenmore St,4,h,1560000,PI,Jellis,10/09/2016,13.1,3128,2,3,729,167,1905,Whitehorse City Council,-37.8233,145.1267,Eastern Metropolitan,4605,TRUE,FALSE,TRUE,6991,TRUE,0,0,FALSE,1,Deanna Miles,1637,F,62,0,FALSE,1300,FALSE
Box Hill,3 Alexander St,3,h,1715000,SP,Marshall,10/12/2016,13.1,3128,2,2,458,170,1950,Whitehorse City Council,-37.8257,145.1216,Eastern Metropolitan,4605,FALSE,TRUE,TRUE,25927,TRUE,0,0,FALSE,13,Allison French,1640,F,40,0,FALSE,1301,FALSE
Box Hill,21 Barkly St,3,h,1200000,SP,Marshall,10/12/2016,13.1,3128,1,2,550,110,1950,Whitehorse City Council,-37.8275,145.1298,Eastern Metropolitan,4605,FALSE,FALSE,TRUE,21601,TRUE,0,0,FALSE,13,Klairi-Milevia Kiranakis,1641,F,27,0,FALSE,1302,FALSE
Box Hill,17 Combarton St,3,h,1760000,S,Fletchers,10/12/2016,13.1,3128,1,0,741,151,1910,Whitehorse City Council,-37.8258,145.1246,Eastern Metropolitan,4605,FALSE,FALSE,TRUE,11816,TRUE,0,2,FALSE,54,Ebony Lee,1642,F,23,0,FALSE,1303,FALSE
Box Hill,15 Davey St,3,h,948000,S,Ray,12/11/2016,13.1,3128,1,2,384,108,1950,Whitehorse City Council,-37.8167,145.1373,Eastern Metropolitan,4605,TRUE,FALSE,TRUE,1364,TRUE,0,0,FALSE,21,Brandon Pope,1644,M,45,0,TRUE,1305,FALSE
Box Hill,1/14 Barkly St,4,t,975000,VB,Lindellas,15/10/2016,13.1,3128,2,2,299,158,2008,Whitehorse City Council,-37.8282,145.1301,Eastern Metropolitan,4605,FALSE,FALSE,FALSE,461,TRUE,2,3,FALSE,77,Abbid Fattair,1648,F,20,0,FALSE,1309,FALSE
Box Hill,23 Bass St,3,h,1325000,S,Lindellas,15/10/2016,13.1,3128,1,1,702,134,1950,Whitehorse City Council,-37.827,145.1209,Eastern Metropolitan,4605,TRUE,FALSE,TRUE,20549,TRUE,0,0,FALSE,77,Peter Freeman,1649,F,71,0,FALSE,1310,FALSE
Box Hill,5 Wavell St,3,h,1400000,S,hockingstuart,15/10/2016,13.1,3128,2,1,643,159,1940,Whitehorse City Council,-37.8285,145.1272,Eastern Metropolitan,4605,TRUE,FALSE,TRUE,25673,TRUE,0,0,FALSE,14,Doukissa Panagiotou,1651,F,72,0,FALSE,1312,FALSE
Box Hill,22 William St,3,h,1500000,SP,Ray,15/10/2016,13.1,3128,1,2,664,106,1930,Whitehorse City Council,-37.8235,145.1276,Eastern Metropolitan,4605,FALSE,FALSE,FALSE,7243,TRUE,0,0,FALSE,21,Ms Sharon Watson,1652,F,88,0,TRUE,1313,FALSE
Box Hill,55 Albion Rd,4,h,1600000,S,Fletchers,16/04/2016,13.1,3128,2,1,692,195,1890,Whitehorse City Council,-37.8247,145.1281,Eastern Metropolitan,4605,FALSE,FALSE,TRUE,9902,TRUE,0,0,FALSE,54,Reece Ward,1653,F,30,0,FALSE,1314,FALSE
Box Hill,12 Barcelona St,4,h,1461400,S,Allens,17/09/2016,13.1,3128,2,2,780,235,1927,Whitehorse City Council,-37.8244,145.1319,Eastern Metropolitan,4605,TRUE,FALSE,FALSE,6218,TRUE,0,0,FALSE,95,Rodoklia Savylia,1656,M,70,0,TRUE,1317,FALSE
Box Hill,2/4 Collins St,3,u,775000,S,Fletchers,17/09/2016,13.1,3128,1,1,211,108,1980,Whitehorse City Council,-37.8275,145.1232,Eastern Metropolitan,4605,FALSE,FALSE,FALSE,979,TRUE,0,0,FALSE,54,Kleomenis Tea,469,F,23,6,TRUE,1318,FALSE
Box Hill,33 Pendle St,4,h,1670000,S,Noel,17/09/2016,13.1,3128,4,4,707,162,1926,Whitehorse City Council,-37.8166,145.1354,Eastern Metropolitan,4605,FALSE,FALSE,FALSE,1213,TRUE,0,0,FALSE,51,Donald Young,1658,F,64,0,TRUE,1320,FALSE
Box Hill,6 Archibald St,3,h,4000000,VB,Lindellas,18/06/2016,13.1,3128,1,2,763,120,1945,Whitehorse City Council,-37.8166,145.1215,Eastern Metropolitan,4605,TRUE,FALSE,FALSE,5131,TRUE,0,0,FALSE,77,Lisa Eaton,1662,F,27,0,TRUE,1322,FALSE
Box Hill,19 Kent Rd,3,h,928000,S,Lindellas,18/06/2016,13.1,3128,1,1,307,106,1890,Whitehorse City Council,-37.8247,145.1206,Eastern Metropolitan,4605,TRUE,FALSE,TRUE,15600,TRUE,0,0,FALSE,77,Alex Nixon,1663,F,74,0,TRUE,1323,FALSE
Box Hill,3/8 Ashted Rd,2,u,636000,S,Philip,19/11/2016,13.1,3128,1,1,151,82,1970,Whitehorse City Council,-37.8234,145.1235,Eastern Metropolitan,4605,TRUE,FALSE,FALSE,34240,TRUE,0,0,FALSE,9,Kelsey Bailey,1665,F,45,0,TRUE,1325,TRUE
Box Hill,5 Patricia St,3,h,1170000,S,Ray,23/04/2016,13.1,3128,1,1,755,95,1920,Whitehorse City Council,-37.8264,145.1248,Eastern Metropolitan,4605,TRUE,FALSE,TRUE,23267,TRUE,0,0,FALSE,21,Joseph Deleon,1670,M,71,8,FALSE,1330,FALSE
Box Hill,14 Collins St,4,h,1670000,S,Marshall,25/02/2017,13.1,3128,2,2,590,231,1924,Whitehorse City Council,-37.8274,145.1242,Eastern Metropolitan,4605,TRUE,FALSE,TRUE,25900,TRUE,0,2,FALSE,13,Jessica Johns,1671,F,81,0,TRUE,1331,FALSE
Box Hill,837 Canterbury Rd,3,h,857000,S,Fletchers,28/05/2016,13.1,3128,1,1,492,119,1930,Whitehorse City Council,-37.8283,145.1195,Eastern Metropolitan,4605,TRUE,FALSE,TRUE,16388,TRUE,0,0,FALSE,54,Odysseus Yaskakis,1679,F,23,0,FALSE,1336,FALSE
Box Hill,2/38 Margaret St,3,t,822500,S,Noel,28/05/2016,13.1,3128,2,1,238,130,2000,Whitehorse City Council,-37.8154,145.1355,Eastern Metropolitan,4605,TRUE,FALSE,FALSE,6216,TRUE,2,0,FALSE,51,Melinda Hall,1680,F,41,0,TRUE,1337,FALSE
Box Hill,5/10 Camelia St,2,u,780000,S,Ray,06/05/2017,13.1,3128,1,1,171,80,2014,Whitehorse City Council,-37.8158,145.1384,Eastern Metropolitan,4605,TRUE,FALSE,FALSE,26281,TRUE,0,0,FALSE,21,Theology Moutzouris,12162,F,63,2,TRUE,11686,TRUE
Box Hill,35 Barkly St,3,h,1760000,S,Noel,20/05/2017,13.1,3128,1,2,689,152,1920,Whitehorse City Council,-37.8262,145.1301,Eastern Metropolitan,4605,FALSE,FALSE,FALSE,19732,TRUE,0,0,FALSE,51,Brooke Clarke,12167,F,51,0,TRUE,11691,FALSE
Box Hill,11 Howard St,3,h,2080000,S,Buxton,22/04/2017,13.1,3128,2,2,693,158,1925,Whitehorse City Council,-37.8229,145.1217,Eastern Metropolitan,4605,FALSE,FALSE,TRUE,21314,TRUE,0,0,FALSE,28,Sarantis Gennimatas,12171,F,22,0,TRUE,11695,FALSE
Box Hill,6 Parkside Av,2,h,1820000,SP,Buxton,03/09/2017,10.9,3128,1,2,701,94,1940,Whitehorse City Council,-37.82756,145.11897,Eastern Metropolitan,4605,FALSE,FALSE,TRUE,27139,TRUE,0,0,FALSE,28,Orpheus Pelisyanakis,19515,M,51,0,TRUE,19209,FALSE
Box Hill,13 Cunningham St,5,h,1900000,PI,Buxton,26/08/2017,10.9,3128,3,2,613,133,1955,Whitehorse City Council,-37.82703,145.12938,Eastern Metropolitan,4605,TRUE,FALSE,TRUE,33272,TRUE,0,0,FALSE,28,Dr Rebecca Fox,22574,F,79,0,TRUE,22376,FALSE
Box Hill,11 Victoria St,4,h,1782500,S,Fletchers,21/10/2017,10.9,3128,2,1,641,625,1930,Whitehorse City Council,-37.82392,145.1299,Eastern Metropolitan,4605,FALSE,FALSE,TRUE,26537,TRUE,0,0,FALSE,54,Nancy King,24412,F,72,0,FALSE,24296,FALSE
Box Hill,37 Thames St,4,h,1875000,S,RT,11/11/2017,10.9,3128,2,2,715,227,1930,Whitehorse City Council,-37.8142,145.1278,Eastern Metropolitan,4605,TRUE,FALSE,TRUE,24872,TRUE,0,0,FALSE,29,Joel Davis DDS,26249,M,52,0,TRUE,26214,FALSE
Box Hill,36 Ashted Rd,4,h,2128888,S,Buxton,03/03/2018,10.9,3128,3,2,686,180,1945,Whitehorse City Council,-37.82346,145.12631,Eastern Metropolitan,4605,FALSE,FALSE,TRUE,12888,TRUE,0,0,FALSE,28,Tonya Benson,30713,M,78,0,FALSE,30910,FALSE
Braybrook,25 Lily St,2,h,645000,S,Barry,03/09/2016,10.8,3019,1,1,566,75,1950,Maribyrnong City Council,-37.7839,144.8524,Western Metropolitan,3589,TRUE,FALSE,TRUE,31355,TRUE,0,0,FALSE,17,Pam Mcdowell,1687,M,40,0,TRUE,1341,FALSE
Braybrook,1/3 Vine St,3,t,502000,SP,Sweeney,04/03/2017,10.8,3019,1,1,220,106,2011,Maribyrnong City Council,-37.785,144.8561,Western Metropolitan,3589,TRUE,FALSE,FALSE,27628,TRUE,2,0,FALSE,40,Bradley Archer,1688,M,24,0,FALSE,1342,FALSE
Braybrook,2/10 Skewes St,3,u,495000,S,Bells,04/06/2016,10.8,3019,2,1,327,124,2006,Maribyrnong City Council,-37.7851,144.8517,Western Metropolitan,3589,TRUE,FALSE,FALSE,3209,TRUE,0,0,FALSE,96,Sydney Hayes,1689,F,46,0,TRUE,1343,TRUE
Braybrook,144 Duke St,2,h,868000,S,Bells,7/11/2016,10.8,3019,1,4,749,77,1950,Maribyrnong City Council,-37.7814,144.847,Western Metropolitan,3589,FALSE,FALSE,TRUE,14099,TRUE,0,0,FALSE,96,Thomas Bray,1691,F,53,0,FALSE,1345,FALSE
Braybrook,80 South Rd,4,h,645000,SP,Biggin,7/11/2016,10.8,3019,2,1,283,154,1990,Maribyrnong City Council,-37.7908,144.8485,Western Metropolitan,3589,FALSE,FALSE,TRUE,11566,TRUE,0,0,FALSE,2,Mr. Hossam Toukan,1692,F,82,0,TRUE,1346,FALSE
